시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,과천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,230,440,0,0,0,0,0,0,0,자원위생과,02-3677-2416,2025-06-26,3970000,경기도 과천시
대전광역시,유성구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,청소행정과,042-611-2946,2025-06-10,3670000,대전광역시 유성구
전북특별자치도,익산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,80,140,270,540,810,1350,0,2000,0,0,0,청소자원과,063-859-5479,2025-06-11,4681000,전북특별자치도 익산시
충청북도,충주시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,120,200,400,800,0,0,0,0,0,0,0,충청북도 충주시청 자원순환과,043-850-6923,2025-05-31,4390000,충청북도 충주시
충청북도,충주시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,충청북도 충주시청 자원순환과,043-850-6912,2025-05-31,4390000,충청북도 충주시
충청북도,충주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,250,470,0,1150,0,1730,0,0,0,충청북도 충주시청 자원순환과,043-850-6912,2025-05-31,4390000,충청북도 충주시
경상북도,영천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,900,0,1350,0,0,0,자원순환과,054-330-6191,2025-06-17,5100000,경상북도 영천시
경상북도,영천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,360,0,0,0,0,0,0,0,자원순환과,054-330-6191,2025-06-17,5100000,경상북도 영천시
경상북도,상주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,160,290,0,720,0,1080,0,0,0,경상북도 상주시 환경관리과,054-537-7366,2025-06-20,5110000,경상북도 상주시
강원특별자치도,평창군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,70,130,260,490,0,0,0,0,0,0,0,강원특별자치도 평창군청 환경과,033-330-2106,2025-06-20,4281000,강원특별자치도 평창군
강원특별자치도,평창군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,800,0,1260,0,0,0,0,0,0,0,강원특별자치도 평창군청 환경과,033-330-2106,2025-06-20,4281000,강원특별자치도 평창군
강원특별자치도,평창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,490,0,0,0,0,0,0,0,강원특별자치도 평창군청 환경과,033-330-2106,2025-06-20,4281000,강원특별자치도 평창군
강원특별자치도,평창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,490,0,1180,0,1760,2350,0,0,강원특별자치도 평창군청 환경과,033-330-2106,2025-06-20,4281000,강원특별자치도 평창군
경상북도,울릉군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,170,300,0,710,0,1060,0,0,0,환경위생과,054-790-6188,2025-06-23,5260000,경상북도 울릉군
울산광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,600,0,1490,0,2220,0,0,0,자원순환과,052-241-7804,2025-06-24,3720000,울산광역시 북구
대전광역시,서구,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,자원순환과,042-288-3574,2025-06-24,3660000,대전광역시 서구
인천광역시,미추홀구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,0,0,0,0,0,0,청소행정팀,032-880-4353,2025-06-24,3510500,인천광역시 미추홀구
인천광역시,미추홀구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,2110,0,4220,0,0,0,8790,청소행정팀,032-880-4353,2025-06-24,3510500,인천광역시 미추홀구
인천광역시,미추홀구,규격봉투,소각용,음식물쓰레기,가정용,60,0,120,0,180,300,600,1200,0,0,0,0,0,0,0,청소행정팀,032-880-4353,2025-06-24,3510500,인천광역시 미추홀구
인천광역시,미추홀구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,210,390,750,0,1850,0,2780,0,0,0,청소행정팀,032-880-4353,2025-06-24,3510500,인천광역시 미추홀구
충청남도,계룡시,재사용규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,240,470,0,0,0,0,0,0,0,환경위생과,042-840-2485,2025-06-24,5580000,충청남도 계룡시
충청남도,계룡시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,240,470,0,0,0,0,0,0,0,환경위생과,042-840-2485,2025-06-24,5580000,충청남도 계룡시
충청남도,계룡시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,120,240,470,0,1170,0,1750,0,0,0,환경위생과,042-840-2485,2025-06-24,5580000,충청남도 계룡시
충청남도,계룡시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,470,0,1170,0,1750,0,0,0,환경위생과,042-840-2485,2025-06-24,5580000,충청남도 계룡시
광주광역시,동구,규격봉투,매립용 + 소각용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,청소행정과,062-608-2526,2024-06-03,3590000,광주광역시 동구
경상북도,영주시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,120,210,390,0,0,0,0,0,0,0,환경보호과,054-639-6775,2025-07-08,5090000,경상북도 영주시
경상북도,영주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,210,390,0,0,0,0,0,0,0,환경보호과,054-639-6775,2025-07-08,5090000,경상북도 영주시
경상북도,영주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,960,0,1470,0,0,0,환경보호과,054-639-6775,2025-07-08,5090000,경상북도 영주시
서울특별시,서초구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2025-07-31,3210000,서울특별시 서초구
서울특별시,서초구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2025-07-31,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,기타,음식물쓰레기,가정용,100,0,200,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,02-2155-6723,2025-07-31,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,소각용,생활쓰레기,영업용,0,0,0,0,0,0,0,520,0,1330,0,0,0,0,0,청소행정과,02-2155-6723,2025-07-31,3210000,서울특별시 서초구
서울특별시,서초구,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,0,130,250,490,0,1250,0,0,0,0,0,청소행정과,02-2155-6723,2025-07-31,3210000,서울특별시 서초구
대구광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,180,340,670,1080,1660,0,2470,0,0,0,청소자원과,053-662-2736,2025-03-20,3420000,대구광역시 동구
경상북도,봉화군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,50,80,150,250,0,600,0,0,1200,0,0,녹색환경과,054-679-6413,2025-04-08,5240000,경상북도 봉화군
부산광역시,사하구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,자원순환과,051-220-4435,2025-04-09,3340000,부산광역시 사하구
부산광역시,사하구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,1280,2070,0,0,0,0,0,자원순환과,051-220-4446,2025-04-09,3340000,부산광역시 사하구
부산광역시,사하구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,자원순환과,051-220-4435,2025-04-09,3340000,부산광역시 사하구
부산광역시,사하구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-220-4435,2025-04-09,3340000,부산광역시 사하구
부산광역시,사하구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-220-4435,2025-04-09,3340000,부산광역시 사하구
경상북도,울진군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,1000,0,1500,0,0,0,환경위생과,054-789-6134,2025-03-20,5250000,경상북도 울진군
울산광역시,남구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1490,0,2220,0,0,0,환경자원과,052-226-5775,2025-03-31,3700000,울산광역시 남구
울산광역시,남구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,600,0,0,0,0,0,0,0,환경자원과,052-226-5775,2025-03-31,3700000,울산광역시 남구
서울특별시,성북구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,청소행정과,02-2241-4418,2025-04-14,3070000,서울특별시 성북구
서울특별시,성북구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,1020,2040,3060,0,0,0,0,0,0,청소행정과,02-2241-4418,2025-04-14,3070000,서울특별시 성북구
서울특별시,성북구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,청소행정과,02-2241-4418,2025-04-14,3070000,서울특별시 성북구
서울특별시,성북구,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,520,780,1330,0,2000,0,0,0,청소행정과,02-2241-4418,2025-04-14,3070000,서울특별시 성북구
서울특별시,성북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,0,0,0,0,0,0,청소행정과,02-2241-4418,2025-04-14,3070000,서울특별시 성북구
서울특별시,강동구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,90,130,250,490,740,1250,0,1880,2500,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
인천광역시,중구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,자원순환과,032-760-7410,2025-08-14,3490000,인천광역시 중구
인천광역시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,자원순환과,032-760-7410,2025-08-14,3490000,인천광역시 중구
대구광역시,군위군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,130,240,0,600,0,0,1190,0,0,환경과,054-380-7947,2025-07-22,5141000,대구광역시 군위군
대구광역시,군위군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,70,130,240,0,600,0,0,1190,0,0,환경과,054-380-7947,2025-07-22,5141000,대구광역시 군위군
강원특별자치도,삼척시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,150,290,0,710,0,1100,0,0,0,환경과,033-570-3338,2025-07-28,4241000,강원특별자치도 삼척시
강원특별자치도,삼척시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,50,80,150,290,0,0,0,0,0,0,0,환경과,033-570-3338,2025-07-28,4241000,강원특별자치도 삼척시
강원특별자치도,삼척시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,환경과,033-570-3338,2025-07-28,4241000,강원특별자치도 삼척시
전북특별자치도,임실군,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,460,0,0,2300,0,0,0,0,0,청소위생과,063-640-2394,2025-07-28,4761000,전북특별자치도 임실군
전북특별자치도,임실군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,150,320,0,790,0,0,0,0,0,청소위생과,063-640-2394,2025-07-28,4761000,전북특별자치도 임실군
경상북도,영주시,규격봉투,기타,음식물쓰레기,가정용,0,0,60,0,90,150,300,600,0,0,0,0,0,0,0,환경보호과,054-639-6775,2025-07-08,5090000,경상북도 영주시
전북특별자치도,김제시,김장용봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,470,0,1150,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2025-06-10,4711000,전북특별자치도 김제시
전북특별자치도,김제시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,360,0,890,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2025-06-10,4711000,전북특별자치도 김제시
전북특별자치도,김제시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,190,360,0,890,0,0,0,0,0,전북특별자치도 김제시청 청소자원과,063-540-3165,2025-06-10,4711000,전북특별자치도 김제시
경기도,시흥시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1500,0,3200,0,0,0,0,0,자원순환과,031-310-2254,2025-06-10,4010000,경기도 시흥시
경기도,시흥시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,520,0,1570,2610,0,3920,0,0,0,자원순환과,031-310-2254,2025-06-10,4010000,경기도 시흥시
경기도,시흥시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,110,180,350,700,0,1750,0,2630,0,0,0,자원순환과,031-310-2254,2025-06-10,4010000,경기도 시흥시
경기도,시흥시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,150,0,500,1000,1500,0,0,0,0,0,0,자원순환과,031-310-2254,2025-06-10,4010000,경기도 시흥시
경기도,파주시,특수규격마대,기타,생활쓰레기,가정용+사업장용+기타,0,0,0,0,0,0,0,2070,0,5050,0,0,0,0,0,자원순환과,031-940-4732,2025-05-07,4060000,경기도 파주시
경기도,파주시,재사용규격봉투,소각용,생활쓰레기,가정용+사업장용+기타,0,0,0,0,0,0,410,800,0,0,0,0,0,0,0,자원순환과,031-940-4732,2025-05-07,4060000,경기도 파주시
경기도,파주시,규격봉투,기타,음식물쓰레기,가정용+사업장용+기타,60,0,100,0,140,220,410,800,0,0,0,0,0,0,0,자원순환과,031-940-4732,2025-05-07,4060000,경기도 파주시
경기도,파주시,규격봉투,소각용,생활쓰레기,가정용+사업장용+기타,0,0,0,0,0,220,410,800,1190,1950,0,2910,0,0,0,자원순환과,031-940-4732,2025-05-07,4060000,경기도 파주시
경상남도,김해시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,130,200,400,800,1200,2400,0,3600,0,0,0,자원순환과,055-330-3386,2025-05-07,5350000,경상남도 김해시
경기도,오산시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1500,0,2000,0,0,0,0,0,청소자원과,031-8036-6714,2025-05-13,4000000,경기도 오산시
경기도,오산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,260,480,0,0,0,0,0,0,0,청소자원과,031-8036-6714,2025-05-13,4000000,경기도 오산시
경기도,오산시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,130,220,440,880,0,0,0,0,0,0,0,청소자원과,031-8036-6714,2025-05-13,4000000,경기도 오산시
경기도,오산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,140,260,480,720,1200,0,2000,0,0,0,청소자원과,031-8036-6714,2025-05-13,4000000,경기도 오산시
전북특별자치도,고창군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,환경위생과,063-560-2919,2024-05-10,4781000,전북특별자치도 고창군
전북특별자치도,고창군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,210,400,0,0,0,0,0,0,0,환경위생과,063-560-2919,2024-05-10,4781000,전북특별자치도 고창군
전북특별자치도,고창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,210,400,0,990,0,1470,0,0,0,환경위생과,063-560-2919,2024-05-10,4781000,전북특별자치도 고창군
충청남도,태안군,규격봉투,소각용,생활쓰레기,가정용,0,0,50,0,75,100,180,350,480,830,0,1180,0,0,0,충청남도 태안군 환경산림과,041-670-2795,2025-12-29,4620000,충청남도 태안군
충청남도,논산시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,충청남도 논산시 자원순환과,041-746-5533,2025-12-28,4540000,충청남도 논산시
충청남도,논산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,470,0,1170,0,1740,0,0,0,충청남도 논산시 자원순환과,041-746-5533,2025-12-28,4540000,충청남도 논산시
경기도,가평군,특수규격마대,기타,생활쓰레기,기타,0,0,0,0,0,0,0,1500,0,3000,4500,0,0,0,0,자원순환과,031-580-2551,2025-12-24,4160000,경기도 가평군
경기도,가평군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,031-580-2551,2025-12-24,4160000,경기도 가평군
경기도,가평군,규격봉투,기타,음식물쓰레기,가정용,30,0,60,0,90,150,300,600,0,0,0,0,0,0,0,자원순환과,031-580-2551,2025-12-24,4160000,경기도 가평군
경기도,가평군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,2250,0,0,0,자원순환과,031-580-2551,2025-12-24,4160000,경기도 가평군
경기도,가평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,2250,0,0,0,자원순환과,031-580-2551,2025-12-24,4160000,경기도 가평군
충청북도,제천시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,200,300,0,700,0,0,0,0,0,자원순환과,043-641-6423,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,300,0,700,0,1050,0,0,0,자원순환과,043-641-6423,2025-12-24,4400000,충청북도 제천시
충청북도,제천시,규격봉투,매립용,음식물쓰레기,가정용,40,0,0,0,70,100,200,0,0,0,0,0,0,0,0,자원순환과,043-641-6423,2025-12-24,4400000,충청북도 제천시
경상남도,함안군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,360,720,0,1500,0,0,0,0,0,환경과,055-580-2414,2025-12-23,5400000,경상남도 함안군
경상남도,함안군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,60,120,240,480,0,0,0,0,0,0,0,환경과,055-580-2414,2025-12-23,5400000,경상남도 함안군
경상남도,함안군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,240,480,0,0,0,0,0,0,0,환경과,055-580-2414,2025-12-23,5400000,경상남도 함안군
경상남도,함안군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,0,0,0,1200,0,1800,0,0,0,환경과,055-580-2414,2025-12-23,5400000,경상남도 함안군
세종특별자치시,없음,규격봉투,소각용,생활쓰레기,가정용,40,0,60,0,80,130,270,540,820,1440,0,0,0,0,0,자원순환과,044-300-4723,2025-12-22,5690000,세종특별자치시
전북특별자치도,장수군,규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,소각용,음식물쓰레기,기타,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
경기도,부천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,자원순환과,032-625-3187,2025-02-03,3860000,경기도 부천시
경기도,부천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,0,900,0,0,0,0,0,0,자원순환과,032-625-3187,2025-02-03,3860000,경기도 부천시
경기도,부천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,032-625-3187,2025-02-03,3860000,경기도 부천시
경기도,포천시,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,경기도 포천시청 친환경정책과,031-538-3253,2024-11-14,5600000,경기도 포천시
경기도,포천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,560,0,1400,0,0,0,0,0,경기도 포천시청 친환경정책과,031-538-3253,2024-11-14,5600000,경기도 포천시
전북특별자치도,장수군,규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,소각용,음식물쓰레기,사업장용,0,0,0,0,70,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
전북특별자치도,장수군,재사용규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
경상북도,영양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,160,300,0,750,0,0,0,0,0,환경보전과,054-680-6521,2025-11-10,5170000,경상북도 영양군
부산광역시,금정구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-519-4434,2025-11-09,3350000,부산광역시 금정구
부산광역시,금정구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-519-4434,2025-11-09,3350000,부산광역시 금정구
부산광역시,금정구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-519-4434,2025-11-09,3350000,부산광역시 금정구
부산광역시,금정구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-519-4434,2025-11-09,3350000,부산광역시 금정구
부산광역시,기장군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,590,0,1470,0,2200,0,0,0,청소자원과,051-709-4432,2025-11-10,3400000,부산광역시 기장군
부산광역시,연제구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,130,200,390,770,1150,1860,0,2770,0,0,0,자원순환과,051-665-4436,2025-11-06,3370000,부산광역시 연제구
서울특별시,구로구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,청소행정과,02-860-2904,2025-11-11,3160000,서울특별시 구로구
서울특별시,구로구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-860-2904,2025-11-11,3160000,서울특별시 구로구
서울특별시,구로구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,1000,2000,0,0,0,0,0,0,0,청소행정과,02-860-2904,2025-11-11,3160000,서울특별시 구로구
서울특별시,구로구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-860-2904,2025-11-11,3160000,서울특별시 구로구
광주광역시,없음,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,자원순환과,062-613-1671,2025-11-12,6290000,광주광역시
부산광역시,동구,규격봉투,기타,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,환경청소위생과,051-440-4437,2025-11-14,3270000,부산광역시 동구
경상북도,경산시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,220,430,0,1050,0,1520,0,0,0,자원순환과,053-810-6054,2025-11-14,5130000,경상북도 경산시
인천광역시,부평구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과 폐기물팀,032-509-6612,2025-11-10,3540000,인천광역시 부평구
인천광역시,부평구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1840,0,3660,0,0,0,7600,자원순환과 폐기물팀,032-509-6612,2025-11-10,3540000,인천광역시 부평구
인천광역시,부평구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,140,0,440,870,0,0,0,0,0,0,0,자원순환과 폐기물팀,032-509-6612,2025-11-10,3540000,인천광역시 부평구
경기도,안성시,재사용규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,0,330,660,0,0,0,0,0,0,0,자원순환과,031-678-2653,2024-06-27,4080000,경기도 안성시
경기도,안성시,규격봉투,기타,음식물쓰레기,가정용,40,0,60,0,110,170,330,660,0,0,0,0,0,0,0,자원순환과,031-678-2653,2024-06-27,4080000,경기도 안성시
경기도,안성시,규격봉투,매립용,생활쓰레기,가정용,0,0,60,0,0,170,330,660,0,1650,0,0,0,0,0,자원순환과,031-678-2653,2024-06-27,4080000,경기도 안성시
경기도,안성시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,330,660,0,1650,0,2500,0,0,0,자원순환과,031-678-2653,2024-06-27,4080000,경기도 안성시
전라남도,완도군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,50,80,160,290,0,720,0,1220,0,0,0,환경수질관리과,061-550-5787,2024-08-14,4990000,전라남도 완도군
경기도,남양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,370,740,1110,1850,0,2780,0,0,0,자원순환과,031-590-4255,2024-08-22,3990000,경기도 남양주시
전북특별자치도,장수군,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,환경과,063-350-2537,2025-12-22,4751000,전북특별자치도 장수군
인천광역시,부평구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,230,440,870,0,2170,0,3250,0,0,0,자원순환과 폐기물팀,032-509-6612,2025-11-10,3540000,인천광역시 부평구
경상남도,양산시,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,자원순환과,055-392-2644,2025-11-17,5380000,경상남도 양산시
